Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
NUH,NUHEARA LIMITED,0.24,4.34782609,0.01,Buy,227969,54712.56,32926878.00000001,,-0.2062,,Non-Energy Minerals
RSH,RESPIRI LIMITED,0.044,2.3255814,0.001,Sell,846134,37229.896,32759395,,-0.0091,,Health Technology
TON,TRITON MINERALS LTD,0.028,7.69230769,0.002,Buy,769098,21534.744,32728389,,-0.003,,Non-Energy Minerals
FHS,FREEHILL MINING LIMITED.,0.018,0,0,Buy,50000,900,32565497,,-0.0009,,Non-Energy Minerals
99L,99 LOYALTY LIMITED.,0.028,12,0.003,Sell,79500,2226,32471100,,-0.0134,,Commercial Services
OPN,OPENN NEGOTIATION LIMITED,0.12,-17.24137931,-0.025,Strong Sell,26179,3141.48,32445100,,-0.0414,,Finance
TPC,TPC CONSOLIDATED LIMITED,2.84,-0.35087719,-0.01,Buy,10575,30033,32420497,6.21999127,0.4582,,Utilities
KZA,KAZIA THERAPEUTICS LIMITED,0.21,-2.3255814,-0.005,Sell,183216,38475.36,32171882,,-0.1861,,Health Technology
AML,AEON METALS LIMITED.,0.028,-3.44827586,-0.001,Strong Sell,696846,19511.688,32118391.00000001,,-0.0076,,Non-Energy Minerals
BSA,BSA LIMITED,0.052,-7.14285714,-0.004,Strong Sell,142501,7410.052,32035740,,-0.0832,,Industrial Services
KZR,KALAMAZOO RESOURCES LIMITED,0.225,2.27272727,0.005,Sell,100436,22598.1,31942764,220,0.001,,Non-Energy Minerals
ITM,ITECH MINERALS LTD,0.3,-6.25,-0.02,Strong Sell,88796,26638.8,31707500,,-0.0109,,Non-Energy Minerals
ECT,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,0.019,0,0,Sell,1464691,27829.129,31563779,,-0.0042,,Industrial Services
SEN,SENETAS CORPORATION LIMITED,0.026,0,0,Sell,676380,17585.88,31558688,,-0.0054,74,Electronic Technology
EEL,ENRG ELEMENTS LTD,0.032,-5.88235294,-0.002,Buy,2125057,68001.824,31552066,,-0.0032,,Non-Energy Minerals
RAS,RAGUSA MINERALS LTD,0.215,-10.41666667,-0.025,Buy,3546255,762444.825,31419030,,-0.0113,,Non-Energy Minerals
RHT,RESONANCE HEALTH LIMITED,0.068,0,0,Strong Sell,112783,7669.244,31358174,,-0.0025,,Health Services
GBZ,GBM RESOURCES LIMITED,0.055,-1.78571429,-0.001,Sell,262794,14453.67,31058379,,-0.0013,,Non-Energy Minerals
CDT,CASTLE MINERALS LIMITED,0.029,-6.4516129,-0.002,Strong Sell,3270827,94853.983,30984282,,-0.0025,,Non-Energy Minerals
TLM,TALISMAN MINING LIMITED,0.16,-3.03030303,-0.005,Buy,54995,8799.2,30977019,,-0.0058,,Non-Energy Minerals
MLS,METALS AUSTRALIA LTD,0.051,0,0,Sell,3420377,174439.227,30958845,,-0.0032,,Non-Energy Minerals
NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,0.21,-2.3255814,-0.005,Strong Sell,104094,21859.74,30846402,,-0.0727,,Health Technology
IDA,INDIANA RESOURCES LIMITED,0.067,4.6875,0.003,Strong Buy,55002,3685.134,30803509,,-0.0061,,Non-Energy Minerals
CG1,CARBONXT GROUP LIMITED,0.12,-7.69230769,-0.01,Sell,34604,4152.48,30788403,,-0.025,,Process Industries
CNW,CIRRUS NETWORKS HOLDINGS LIMITED,0.033,3.125,0.001,Strong Buy,382860,12634.38,30690209,64,0.0005,,Energy Minerals
HAW,HAWTHORN RESOURCES LIMITED,0.096,4.34782609,0.004,Buy,114594,11001.024,30683438,,-0.0027,,Non-Energy Minerals
PIL,PEPPERMINT INNOVATION LIMITED,0.017,13.33333333,0.002,Strong Buy,42102871,715748.807,30567853,,-0.0019,,Non-Energy Minerals
DCC,DIGITALX LIMITED,0.042,2.43902439,0.001,Sell,188429,7914.018,30566282,,-0.0038,,Technology Services
WTL,WT FINANCIAL GROUP LIMITED,0.095,-3.06122449,-0.003,Buy,2000,190,30502680,,,,Finance
PNN,POWER MINERALS LIMITED,0.49,-1.01010101,-0.005,Sell,198912,97466.88,30473770,,-0.0299,,Process Industries
PCL,PANCONTINENTAL ENERGY NL,0.004,0,0,Sell,617361,2469.444,30216894,,-0.0001,3,Energy Minerals
CCE,CARNEGIE CLEAN ENERGY LIMITED,0.002,0,0,Sell,649671,1299.342,30205150,,-0.0001,,Producer Manufacturing
VYS,VYSARN LIMITED,0.076,-1.2987013,-0.001,Sell,126374,9604.424,30180602,11.32352941,0.0074,,Industrial Services
TFL,TASFOODS LIMITED,0.069,0,0,Sell,29,2.001,30159590,,-0.04,,Distribution Services
IDT,IDT AUSTRALIA LIMITED,0.13,0,0,Sell,52325,6802.25,30123599,,-0.005,,Health Technology
CCG,COMMS GROUP LTD,0.085,6.25,0.005,Neutral,226629,19263.465,29972309,,-0.002,,Technology Services
ELE,ELMORE LTD,0.028,3.7037037,0.001,Sell,564016,15792.448,29937263,,-0.0088,,Non-Energy Minerals
AGH,ALTHEA GROUP HOLDINGS LIMITED,0.092,-1.07526882,-0.001,Strong Sell,620493,57085.356,29876049,,-0.0401,,Health Technology
E2M,E2 METALS LIMITED,0.145,-3.33333333,-0.005,Sell,4000,580,29869850,,-0.0511,,Non-Energy Minerals
BGD,BARTON GOLD HOLDINGS LIMITED,0.15,-6.25,-0.01,Strong Sell,295404,44310.6,29854800,,,,Non-Energy Minerals
MDC,MEDLAB CLINICAL LIMITED,13,-0.07686395,-0.01,Buy,1551,20163,29708360,,-3.1395,,Health Technology
S66,STAR COMBO PHARMA LIMITED,0.22,-8.33333333,-0.02,Neutral,7342,1615.24,29700658,,-0.0052,,Health Technology
BRX,BELARAROX LIMITED,0.665,-2.20588235,-0.015,Buy,246878,164173.87,29670000,,,,Non-Energy Minerals
AQS,AQUIS ENTERTAINMENT LIMITED,0.18,12.5,0.02,Strong Buy,17880,3218.4,29622568,9.75609756,0.0164,195,Non-Energy Minerals
WIA,WIA GOLD LIMITED,0.064,0,0,Sell,50000,3200,29588345,,-0.0012,,Non-Energy Minerals
PG1,PEARL GLOBAL LIMITED,0.029,3.57142857,0.001,Buy,4535357,131525.353,29484739,,-0.0149,,Distribution Services
AGD,AUSTRAL GOLD LIMITED,0.042,-12.5,-0.006,Strong Sell,82479,3464.118,29390948,,-0.0257,,Non-Energy Minerals
MRD,MOUNT RIDLEY MINES LIMITED,0.005,0,0,Sell,2176308,10881.54,29372641,,-0.0004,,Non-Energy Minerals
VAL,VALOR RESOURCES LIMITED,0.008,0,0,Buy,456162,3649.296,29268279,,-0.0013,,Non-Energy Minerals
ANX,ANAX METALS LIMITED,0.072,0,0,Sell,150000,10800,29205225,6.05042017,0.0129,,Non-Energy Minerals
EFE,EASTERN RESOURCES LIMITED,0.03,3.44827586,0.001,Neutral,3022687,90680.61,29195190,,-0.0035,,Non-Energy Minerals
VBS,VECTUS BIOSYSTEMS LIMITED,0.8,-5.88235294,-0.05,Sell,9311,7448.8,29012925,,-0.1197,,Health Technology
MRL,MAYUR RESOURCES LIMITED,0.12,0,0,Buy,40000,4800,28985200,,-0.0291,,Non-Energy Minerals
KPO,KALINA POWER LIMITED,0.02,5.26315789,0.001,Buy,115000,2300,28788719,,-0.0034,,Utilities
ECS,ECS BOTANICS HOLDINGS LTD,0.025,-3.84615385,-0.001,Sell,9837145,245928.625,28774996,,-0.0011,,Process Industries
QEM,QEM LIMITED,0.23,0,0,Buy,33441,7691.43,28771523,,-0.0196,,Energy Minerals
PGO,PACGOLD LIMITED,0.42,-2.3255814,-0.01,Sell,16570,6959.4,28745743,,-0.0435,,Non-Energy Minerals
YBR,YELLOW BRICK ROAD HOLDINGS LIMITED,0.088,-2.22222222,-0.002,Strong Sell,34928,3073.664,28561570,,-0.0076,,Finance
IHR,INTELLIHR LIMITED,0.084,0,0,Buy,25097,2108.148,28521896,,-0.028,,Technology Services
CST,CASTILE RESOURCES LTD,0.13,8.33333333,0.01,Sell,24400,3172,28395984,,-0.0057,,Non-Energy Minerals
BYI,BEYOND INTERNATIONAL LIMITED,0.46,48.38709677,0.15,Sell,45011,20705.06,28215006,5.04885993,0.0614,94,Consumer Services
VTG,VITA GROUP LIMITED,0.15,-6.25,-0.01,Sell,182107,27316.05,28139492,,-0.0578,,Distribution Services
FFG,FATFISH GROUP LIMITED,0.028,3.7037037,0.001,Neutral,370027,10360.756,27975508,,-0.0099,,Miscellaneous
SIO,SIMONDS GROUP LIMITED,0.19,0,0,Sell,877,166.63,27974511,,-0.0661,,Industrial Services
ASR,ASRA MINERALS LIMITED,0.017,-10.52631579,-0.002,Strong Sell,26210027,445570.459,27820967,,-0.0037,,Non-Energy Minerals
JAL,JAMESON RESOURCES LIMITED,0.08,0,0,Buy,48953,3916.24,27736264,,-0.0025,1,Energy Minerals
VN8,VONEX LIMITED..,0.078,-6.02409639,-0.005,Strong Sell,114198,8907.444,27682252,118.57142857,0.0007,,Communications
GWR,GWR GROUP LIMITED,0.08,-6.97674419,-0.006,Strong Sell,181749,14539.92,27624632,3.30769231,0.026,,Non-Energy Minerals
DM1,DESERT METALS LIMITED,0.4,-8.04597701,-0.035,Buy,275335,110134,27484090,,-0.0012,,Non-Energy Minerals
ABX,ABX GROUP LIMITED,0.125,2.45901639,0.003,Sell,523179,65397.375,27389874,,-0.0249,,Non-Energy Minerals
MYG,MAYFIELD GROUP HOLDINGS LIMITED,0.3,0,0,Sell,8604,2581.2,27175769,,-0.0204,,Producer Manufacturing
RGL,RIVERSGOLD LIMITED,0.034,-2.85714286,-0.001,Sell,6338809,215519.506,27131648,,-0.0051,,Non-Energy Minerals
PNM,PACIFIC NICKEL MINES LIMITED,0.1,0,0,Buy,209034,20903.4,27127585,,-0.0033,,Non-Energy Minerals
GTR,GTI ENERGY LTD,0.019,5.55555556,0.001,Buy,2157758,40997.402,27098704,,-0.0022,,Non-Energy Minerals
SRK,STRIKE RESOURCES LIMITED,0.098,-2,-0.002,Sell,48731,4775.638,27000000,43.47826087,0.0023,,Non-Energy Minerals
AON,APOLLO MINERALS LIMITED,0.054,-3.57142857,-0.002,Strong Sell,2749029,148447.566,26951254,,-0.0037,,Non-Energy Minerals
SCN,SCORPION MINERALS LIMITED,0.079,-2.4691358,-0.002,Buy,283825,22422.175,26878325,,-0.0074,,Non-Energy Minerals
SMX,SECURITY MATTERS LIMITED,0.16,0,0,Strong Sell,2000,320,26865844,,-0.0433,,Commercial Services
EVR,EV RESOURCES LTD,0.028,-3.44827586,-0.001,Strong Sell,633460,17736.88,26853537,,-0.0031,,Process Industries
MOB,MOBILICOM LIMITED,0.02,0,0,Sell,7788975,155779.5,26625593,,-0.0125,,Communications
VBC,VERBREC LIMITED,0.12,0,0,Neutral,20000,2400,26577139,,-0.0142,,Industrial Services
ROG,RED SKY ENERGY LIMITED.,0.006,20,0.001,Buy,2387263,14323.578,26511135,,-0.0004,,Energy Minerals
ICG,INCA MINERALS LIMITED,0.047,-14.54545455,-0.008,Strong Sell,195185,9173.695,26504211,,-0.003,,Non-Energy Minerals
CCA,CHANGE FINANCIAL LIMITED,0.05,-5.66037736,-0.003,Sell,337436,16871.8,26360124,,-0.0131,,Technology Services
ODY,ODYSSEY GOLD LTD,0.042,-2.3255814,-0.001,Sell,316543,13294.806,26334509,,-0.0141,,Non-Energy Minerals
FRX,FLEXIROAM LIMITED,0.043,4.87804878,0.002,Neutral,40000,1720,26318445,,-0.008,,Communications
HSC,HSC TECHNOLOGY GROUP LTD,0.012,9.09090909,0.001,Buy,3518079,42216.948,26072871,,-0.0008,,Technology Services
LBT,LBT INNOVATIONS LIMITED,0.08,0,0,Buy,20000,1600,25693364,,-0.022,,Health Technology
PAA,PHARMAUST LIMITED,0.082,1.2345679,0.001,Strong Sell,194009,15908.738,25669903,,-0.0054,,Health Technology
TCG,TURACO GOLD LIMITED,0.055,-8.33333333,-0.005,Strong Sell,736532,40509.26,25662998,,-0.0159,,Non-Energy Minerals
ARN,ALDORO RESOURCES LIMITED,0.25,-1.96078431,-0.005,Neutral,47910,11977.5,25394766,,-0.042,,Non-Energy Minerals
TMS,TENNANT MINERALS LIMITED,0.039,-4.87804878,-0.002,Neutral,2150006,83850.234,25279626,,-0.015,,Non-Energy Minerals
AQN,AQUIRIAN LIMITED,0.315,0,0,Buy,2464,776.16,25200000,45,0.007,,Commercial Services
Z2U,ZOOM2U TECHNOLOGIES LIMITED,0.145,0,0,Sell,4747,688.315,25133300,,-0.0283,112,Technology Services
AXI,AXIOM PROPERTIES LIMITED,0.055,-5.17241379,-0.003,Sell,36061,1983.355,25097391,4.56692913,0.0127,,Finance
FLX,FELIX GROUP HOLDINGS LTD,0.195,21.875,0.035,Buy,7416509,1446219.255,25075153,,-0.0562,,Technology Services
QXR,QX RESOURCES LIMITED,0.028,-3.44827586,-0.001,Strong Sell,1027283,28763.924,24921506,,-0.003,,Process Industries
SNG,SIREN GOLD LIMITED,0.205,-4.65116279,-0.01,Strong Sell,93542,19176.11,24872788,,-0.0158,,Non-Energy Minerals
KRR,KING RIVER RESOURCES LIMITED,0.016,0,0,Sell,1010902,16174.432,24856402,,-0.0012,,Non-Energy Minerals
VMC,VENUS METALS CORPORATION LIMITED,0.16,3.22580645,0.005,Sell,12956,2072.96,24812197,,-0.0376,,Non-Energy Minerals
CNQ,CLEAN TEQ WATER LIMITED,0.53,0,0,Sell,6259,3317.27,24566400,,-0.2477,,Industrial Services
BCT,BLUECHIIP LIMITED,0.038,-7.31707317,-0.003,Buy,76461,2905.518,24541118,,-0.0051,,Electronic Technology
ADX,ADX ENERGY LTD,0.008,14.28571429,0.001,Buy,467488,3739.904,24535209,,-0.0016,,Energy Minerals
AOU,AUROCH MINERALS LTD,0.067,1.51515152,0.001,Sell,420251,28156.817,24493380,,-0.0067,,Non-Energy Minerals
AGR,AGUIA RESOURCES LIMITED,0.058,-4.91803279,-0.003,Strong Sell,464034,26913.972,24458502,,-0.038,,Non-Energy Minerals
WNX,WELLNEX LIFE LIMITED,0.08,0,0,Sell,2200,176,24264465,,-0.0247,,Consumer Non-Durables
NYR,NYRADA INC.,0.155,10.71428571,0.015,Neutral,32136,4981.08,24181300,,-0.0254,,Health Technology
SKF,SKYFII LTD,0.055,-1.78571429,-0.001,Strong Sell,145319,7992.545,24108079,,-0.0252,,Technology Services
KFM,KINGFISHER MINING LTD,0.58,1.75438596,0.01,Buy,2228561,1292565.38,24082500,,-0.019,,Non-Energy Minerals
BMR,BALLYMORE RESOURCES LIMITED,0.195,0,0,Buy,61888,12068.16,24054787,,-0.0061,,Non-Energy Minerals
MAN,MANDRAKE RESOURCES LIMITED,0.043,-4.44444444,-0.002,Sell,507563,21825.209,24052498,,-0.006,,Retail Trade
CHR,CHARGER METALS NL,0.47,-1.05263158,-0.005,Sell,20122,9457.34,23961100,,-0.0215,,Non-Energy Minerals
CGA,CONTANGO ASSET MANAGEMENT LIMITED,0.495,1.02040816,0.005,Sell,3500,1732.5,23812415,,-0.0133,,Health Technology
TYM,TYMLEZ GROUP LIMITED,0.022,-8.33333333,-0.002,Sell,1288314,28342.908,23744764,,-0.0042,,Technology Services
MKG,MAKO GOLD LIMITED,0.059,-4.83870968,-0.003,Strong Sell,416515,24574.385,23698979,,-0.0042,,Non-Energy Minerals
PVW,PVW RESOURCES LIMITED,0.25,2.04081633,0.005,Sell,662316,165579,23602176,,,,Non-Energy Minerals
EX1,EXOPHARM LIMITED,0.15,7.14285714,0.01,Neutral,27016,4052.4,23581731,,-0.0642,50,Health Technology
EVZ,EVZ LIMITED,0.195,0,0,Buy,62321,12152.595,23428452,22.15909091,0.0089,,Process Industries
KAU,KAISER REEF LIMITED,0.175,6.06060606,0.01,Neutral,50000,8750,23311405,,-0.1145,,Non-Energy Minerals
EDE,EDEN INNOVATIONS LTD,0.009,0,0,Buy,1760257,15842.313,23276051,,-0.0028,,Process Industries
CNR,CANNON RESOURCES LIMITED,0.3,-4.76190476,-0.015,Strong Sell,39886,11965.8,23250000,,,,Non-Energy Minerals
WRK,WRKR LTD,0.019,0,0,Buy,250000,4750,23245435,,-0.0036,,Technology Services
AQI,ALICANTO MINERALS LIMITED,0.057,-5,-0.003,Neutral,559423,31887.111,23022817,,-0.0242,,Non-Energy Minerals
AVE,AVECHO BIOTECHNOLOGY LIMITED,0.012,0,0,Sell,29509,354.108,22973368,,-0.0013,,Health Technology
MOQ,MOQ LIMITED,0.074,2.77777778,0.002,Buy,6247997,462351.778,22964139,,-0.0255,,Technology Services
BCC,BEAM COMMUNICATIONS HOLDINGS LIMITED,0.285,7.54716981,0.02,Buy,37726,10751.91,22901808,,,,Electronic Technology
LCL,LOS CERROS LIMITED,0.033,-5.71428571,-0.002,Strong Sell,185737,6129.321,22772710,,-0.01,,Non-Energy Minerals
MQR,MARQUEE RESOURCES LIMITED,0.072,0,0,Strong Sell,346920,24978.24,22724465,,-0.0186,,Non-Energy Minerals
MEM,MEMPHASYS LIMITED.,0.025,-3.84615385,-0.001,Sell,273185,6829.625,22676636,,-0.0025,,Health Technology
TKM,TREK METALS LIMITED,0.073,0,0,Neutral,104999,7664.927,22674541,,-0.0078,,Non-Energy Minerals
EQX,EQUATORIAL RESOURCES LIMITED,0.18,2.85714286,0.005,Sell,38588,6945.84,22670164,,-0.1536,,Non-Energy Minerals
ATV,ACTIVEPORT GROUP LTD,0.088,0,0,Sell,14800,1302.4,22574100,,,,Technology Services
RWD,REWARD MINERALS LTD,0.115,4.54545455,0.005,Buy,10000,1150,22459810,,-0.0033,,Non-Energy Minerals
EMB,EMBELTON LIMITED,10.4,1.96078431,0.2,Sell,1291,13426.4,22441711,22.66666667,0.45,,Non-Energy Minerals
BEM,BLACKEARTH MINERALS NL,0.091,9.63855422,0.008,Sell,76531,6964.321,22438736,,-0.0209,,Non-Energy Minerals
TGH,TERRAGEN HOLDINGS LIMITED,0.1,-13.04347826,-0.015,Strong Sell,68172,6817.2,22312213,,-0.028,,Health Technology
EDU,EDU HOLDINGS LIMITED,0.135,0,0,Sell,51658,6973.83,22303949,,-0.0043,,Commercial Services
B4P,BEFOREPAY GROUP LIMITED,0.49,2.08333333,0.01,Sell,1352,662.48,22301894,,-0.6277,,Technology Services
TZL,TZ LIMITED,0.1,0,0,Sell,200,20,22270812,,-0.0009,,Electronic Technology
COO,CORUM GROUP LIMITED,0.037,-9.75609756,-0.004,Sell,193802,7170.674,22080003,102.5,0.0004,,Technology Services
IND,INDUSTRIAL MINERALS LTD,0.38,4.10958904,0.015,Strong Buy,45714,17371.32,22067500,,,,Non-Energy Minerals
ADS,ADSLOT LTD.,0.011,10,0.001,Sell,1305132,14356.452,22043483,,-0.0023,,Technology Services
COY,COPPERMOLY LIMITED,0.01,11.11111111,0.001,Buy,140000,1400,21939570,,-0.0005,,Non-Energy Minerals
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,0.079,12.85714286,0.009,Buy,427929,33806.391,21856170,,-0.0059,,Non-Energy Minerals
MEL,METGASCO LTD,0.023,0,0,Sell,53958,1241.034,21855062,,-0.0043,,Energy Minerals
SKS,SKS TECHNOLOGIES GROUP LIMITED,0.19,-5,-0.01,Buy,36390,6914.1,21696721,7.14285714,0.028,325,Producer Manufacturing
ZNO,ZOONO GROUP LIMITED,0.13,0,0,Sell,169020,21972.6,21633520,,-0.0639,,Health Technology
KNO,KNOSYS LIMITED,0.1,0,0,Neutral,70231,7023.1,21613871,,-0.0142,,Technology Services
TOU,TLOU ENERGY LIMITED,0.03,-16.66666667,-0.006,Strong Sell,237999,7139.97,21607391,,-0.0039,,Energy Minerals
RCL,READCLOUD LIMITED,0.17,-5.55555556,-0.01,Strong Sell,1215,206.55,21557687,19.78021978,0.0091,,Technology Services
DW8,DW8 LIMITED,0.008,0,0,Sell,2484031,19872.248,21505247,,-0.0089,,Retail Trade
AFL,AF LEGAL GROUP LTD,0.285,1.78571429,0.005,Sell,122856,35013.96,21372648,,-0.0051,,Commercial Services
KTA,KRAKATOA RESOURCES LIMITED,0.062,0,0,Neutral,115657,7170.734,21372013,,-0.0131,,Non-Energy Minerals
ADV,ARDIDEN LTD,0.008,0,0,Sell,1698235,13585.88,21346683,8,0.001,,Non-Energy Minerals
8CO,8COMMON LIMITED,0.099,3.125,0.003,Sell,6,0.594,21336451,,-0.0114,,Technology Services
LSA,LACHLAN STAR LIMITED,0.016,0,0,Buy,342459,5479.344,21104204,,-0.0004,,Non-Energy Minerals
CDD,CARDNO LIMITED,0.54,0,0,Sell,34661,18716.94,21092760,,-0.2005,,Industrial Services
SBW,SHEKEL BRAINWEIGH LTD,0.11,0,0,Sell,19759,2173.49,21075327,,-0.0493,,Electronic Technology
WSI,WESTSTAR INDUSTRIAL LIMITED,0.18,-5.26315789,-0.01,Neutral,113661,20458.98,21045396,,0.0592,,Non-Energy Minerals
SYN,SYNERGIA ENERGY LTD,0.002,0,0,Sell,2000000,4000,21044477,,-0.0006,,Energy Minerals
ALY,ALCHEMY RESOURCES LIMITED,0.021,-4.54545455,-0.001,Buy,437850,9194.85,20967629,,-0.0011,,Non-Energy Minerals
LRL,LABYRINTH RESOURCES LIMITED,0.024,0,0,Sell,63336,1520.064,20960802,,-0.0091,,Non-Energy Minerals
NCL,NETCCENTRIC LIMITED,0.076,2.7027027,0.002,Sell,18898,1436.248,20942900,,-0.0026,,Commercial Services
CLA,CELSIUS RESOURCES LIMITED.,0.013,-7.14285714,-0.001,Strong Sell,12224923,158923.999,20921153,,-0.0035,,Non-Energy Minerals
CAG,CAPE RANGE LTD,0.22,0,0,Sell,1300,286,20879826,,-0.0091,,Distribution Services
HLF,HALO FOOD CO. LIMITED,0.051,-1.92307692,-0.001,Sell,747780,38136.78,20840027,,-0.0269,,Consumer Non-Durables
CCZ,CASTILLO COPPER LIMITED,0.016,0,0,Neutral,3028248,48451.968,20792087,,-0.0011,,Non-Energy Minerals
GLE,GLG CORP LTD,0.28,1.81818182,0.005,Sell,18644,5220.32,20748000,3.49428208,0.0787,,Consumer Non-Durables
DOU,DOUUGH LIMITED,0.024,0,0,Sell,959470,23027.28,20653994,,-0.0159,,Technology Services
SHN,SUNSHINE GOLD LIMITED,0.026,4,0.001,Sell,1570373,40829.698,20653029,,-0.0024,,Non-Energy Minerals
AAU,ANTILLES GOLD LIMITED,0.049,-2,-0.001,Sell,80849,3961.601,20609536,,,,Non-Energy Minerals
GML,GATEWAY MINING LIMITED,0.091,-9,-0.009,Buy,61151,5564.741,20566998,,-0.0061,,Non-Energy Minerals
SRN,SUREFIRE RESOURCES NL,0.012,-7.69230769,-0.001,Strong Sell,27060319,324723.828,20557726,,-0.0048,,Non-Energy Minerals
DEL,DELOREAN CORPORATION LIMITED,0.096,1.05263158,0.001,Sell,51485,4942.56,20493487,,-0.0583,,Utilities
MRZ,MONT ROYAL RESOURCES LIMITED,0.275,-9.83606557,-0.03,Strong Sell,66879,18391.725,20445965,,-0.0456,,Non-Energy Minerals
MIL,MILLENNIUM SERVICES GROUP LIMITED,0.45,2.27272727,0.01,Buy,200,90,20428433,9.26315789,0.0478,,Commercial Services
MVL,MARVEL GOLD LIMITED,0.03,3.44827586,0.001,Buy,8640,259.2,20425262,0.3861518,0.0751,,Non-Energy Minerals
JCS,JCURVE SOLUTIONS LTD,0.062,0,0,Sell,528,32.736,20357293,,-0.0002,,Technology Services
SKY,SKY METALS LIMITED,0.06,11.11111111,0.006,Sell,9444,566.64,20346308,,-0.0076,,Non-Energy Minerals
ICL,ICENI GOLD LIMITED,0.105,0,0,Buy,6677,701.085,20231400,,-0.0147,,Non-Energy Minerals
MLM,METALLICA MINERALS LIMITED,0.031,3.33333333,0.001,Buy,100482,3114.942,20120991,,-0.0033,,Non-Energy Minerals
BID,BILL IDENTITY LIMITED,0.079,-3.65853659,-0.003,Neutral,6750,533.25,20111157,,-0.0773,,Technology Services
FFT,FUTURE FIRST TECHNOLOGIES LTD,0.03,-3.22580645,-0.001,Sell,55961,1678.83,20106743,,-0.0277,,Commercial Services
ADR,ADHERIUM LIMITED,0.009,12.5,0.001,Sell,235127,2116.143,20049259,,-0.0064,,Health Technology
IMC,IMMURON LIMITED,0.087,-1.13636364,-0.001,Sell,82169,7148.703,20046254,,-0.0125,,Health Technology
GSN,GREAT SOUTHERN MINING LIMITED,0.035,-2.77777778,-0.001,Strong Sell,1108697,38804.395,20035052,,-0.0102,,Non-Energy Minerals
TPP,TEMPO AUSTRALIA LTD,0.055,0,0,Neutral,6785,373.175,20027452,,-0.013,,Industrial Services
TIA,TIAN AN AUSTRALIA LIMITED,0.23,0,0,Sell,500,115,19920030,,-0.1956,,Finance
PWN,PARKWAY CORPORATE LIMITED,0.009,0,0,Sell,2496331,22466.979,19919429,,-0.0006,,Industrial Services
ESR,ESTRELLA RESOURCES LIMITED,0.015,0,0,Sell,1850275,27754.125,19911980,,,,Non-Energy Minerals
FOD,THE FOOD REVOLUTION GROUP LIMITED,0.022,4.76190476,0.001,Strong Sell,180563,3972.386,19881995,,-0.003,,Consumer Non-Durables
CTO,CITIGOLD CORPORATION LIMITED,0.008,14.28571429,0.001,Strong Buy,1496457,11971.656,19835613,,-0.0007,,Non-Energy Minerals
ENA,ENSURANCE LTD,0.22,0,0,Strong Sell,142110,31264.2,19824187,66.66666667,0.0033,27,Finance
AL3,AML3D LIMITED,0.096,-8.57142857,-0.009,Sell,114144,10957.824,19746658,,-0.0325,,Producer Manufacturing
PPY,PAPYRUS AUSTRALIA LIMITED,0.042,0,0,Sell,12487,524.454,19724348,,-0.0027,,Non-Energy Minerals
PEC,PERPETUAL RESOURCES LIMITED,0.037,-7.5,-0.003,Strong Sell,298307,11037.359,19686025,,-0.0025,,Non-Energy Minerals
NTM,NT MINERALS LIMITED,0.028,-9.67741935,-0.003,Neutral,278480,7797.44,19650923,,-0.0052,,Non-Energy Minerals
IBG,IRONBARK ZINC LTD,0.016,6.66666667,0.001,Sell,7711468,123383.488,19606536,,-0.0016,,Non-Energy Minerals
AWV,ANOVA METALS LIMITED,0.014,7.69230769,0.001,Buy,300000,4200,19475225,,-0.0028,,Non-Energy Minerals
BGT,BIO-GENE TECHNOLOGY LTD,0.125,13.63636364,0.015,Neutral,89658,11207.25,19473664,,-0.0167,,Process Industries
ATX,AMPLIA THERAPEUTICS LIMITED,0.1,-13.04347826,-0.015,Strong Sell,22147,2214.7,19400553,,-0.0249,,Health Technology
GT1,GREEN TECHNOLOGY METALS LIMITED,0.67,-3.5971223,-0.025,Sell,303122,203091.74,19354700,,,,Non-Energy Minerals
CUF,CUFE LTD,0.02,0,0,Sell,2000,40,19322247,,-0.0017,,Non-Energy Minerals
GLH,GLOBAL HEALTH LIMITED,0.34,-5.55555556,-0.02,Sell,14184,4822.56,19260920,,-0.0367,,Technology Services
RDM,RED METAL LIMITED,0.077,-1.28205128,-0.001,Strong Sell,52000,4004,19156157,,-0.0065,,Non-Energy Minerals
TEE,TOP END ENERGY LIMITED,0.28,3.7037037,0.01,Strong Buy,105136,29438.08,19146900,,0,,Utilities
RVS,REVASUM INC.,0.175,0,0,Sell,310314,54304.95,19128100,,,,Producer Manufacturing
CAV,CARNAVALE RESOURCES LIMITED,0.007,0,0,Neutral,89280,624.96,19029863,,-0.0003,,Non-Energy Minerals
CBL,CONTROL BIONICS LIMITED,0.21,0,0,Sell,5668,1190.28,19000597,,-0.0712,,Technology Services
HGL,HUDSON INVESTMENT GROUP LIMITED,0.32,0,0,Neutral,920,294.4,18995179,10.42345277,0.0307,,Distribution Services
14D,1414 DEGREES LIMITED,0.098,4.25531915,0.004,Buy,946,92.708,18986632,,-0.0068,,Producer Manufacturing
